i_config,cohort,month,mouse,n_pixels,n_subregions,n_parent_regions,fps,dtData,dtFactor,dtRNN,alpha_dt_tau,lissage_sigma_frames,lissage_sigma_sec,lissage_fwhm_sec,tauRNN,g,P0,tauWN,ampInWN,nRunTrain,nRunFree,use_global_regression,compute_curbd,fraction_clip_pos,fraction_clip_neg,pVar_max,pVar_finale,chi2_min,chi2_final,pVar_max_train,pVar_train_end,pVar_free_mean,pVar_free_std,pVar_free_min,pVar_free_final,chi2_min_train,chi2_train_end,chi2_free_mean,chi2_free_std,chi2_free_min,chi2_free_final,duration_sec,runtime_sec,status,error,save_path,lissage_sigma,atlas_clean_size,atlas_clean_min_fraction
130,6,6,374,100,334,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,5.1979374584165e-07,0.0,0.47410285515286965,0.4715520915737299,25.8405811570287,26.145721182005072,0.47410285515286965,0.4716465239011619,0.4715520915737299,0.0,0.4715520915737299,0.4715520915737299,25.8405811570287,26.128149295456453,26.14572118200507,3.552713678800501e-15,26.145721182005072,26.145721182005072,480.0,907.2887382507324,done,,results/narval_screening_preprocessing_m6/1506925/config130_C6_M6_mouse374_n_pixels100_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
131,6,6,374,100,334,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,5.1979374584165e-07,0.0,0.4785929299432631,0.4785929299432631,14.901757057564156,14.901757057564156,0.47759414843945713,0.47759414843945713,0.4785929299432631,0.0,0.4785929299432631,0.4785929299432631,14.925262225050135,14.925262225050135,14.901757057564158,1.7763568394002505e-15,14.901757057564156,14.901757057564156,480.0,933.6075158119202,done,,results/narval_screening_preprocessing_m6/1506925/config131_C6_M6_mouse374_n_pixels100_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
132,6,6,374,150,223,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,7.785251619332336e-07,0.0,0.20513425565748955,0.20513425565748955,49.79561779475771,49.79561779475771,0.20364736921212823,0.20364736921212823,0.20513425565748955,0.0,0.20513425565748955,0.20513425565748955,49.88909911779984,49.88909911779984,49.79561779475771,0.0,49.79561779475771,49.79561779475771,480.0,426.31147050857544,done,,results/narval_screening_preprocessing_m6/1506925/config132_C6_M6_mouse374_n_pixels150_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
133,6,6,374,150,223,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,7.785251619332336e-07,0.0,0.2388790752678288,0.23885666238019054,24.67786234034688,24.703760418376667,0.2388790752678288,0.23839835615915717,0.23885666238019052,2.7755575615628914e-17,0.23885666238019054,0.23885666238019054,24.67786234034688,24.716273646551254,24.703760418376667,0.0,24.703760418376667,24.703760418376667,480.0,436.0819091796875,done,,results/narval_screening_preprocessing_m6/1506925/config133_C6_M6_mouse374_n_pixels150_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
134,6,6,374,150,223,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,1.5570503238664673e-06,0.0,0.38614027080747726,0.367583008920063,33.43232836439972,34.61637149134048,0.38614027080747726,0.3678590027788168,0.367583008920063,0.0,0.367583008920063,0.367583008920063,33.43232836439972,34.59612957498496,34.61637149134048,0.0,34.61637149134048,34.61637149134048,480.0,435.064768075943,done,,results/narval_screening_preprocessing_m6/1506925/config134_C6_M6_mouse374_n_pixels150_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
135,6,6,374,150,223,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,7.785251619332336e-07,0.0,0.3462857897839047,0.3462857897839047,21.788332126165056,21.788332126165056,0.3456848865047186,0.3456848865047186,0.3462857897839047,0.0,0.3462857897839047,0.3462857897839047,21.804365449275203,21.804365449275203,21.788332126165056,0.0,21.788332126165056,21.788332126165056,480.0,455.07934856414795,done,,results/narval_screening_preprocessing_m6/1506925/config135_C6_M6_mouse374_n_pixels150_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
136,6,6,374,200,169,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,1.027284681130835e-06,0.0,0.1781106864006985,0.1781106864006985,52.006388933966406,52.006388933966406,0.17753469852782244,0.17753469852782244,0.1781106864006985,0.0,0.1781106864006985,0.1781106864006985,52.040673318913214,52.040673318913214,52.0063889339664,7.105427357601002e-15,52.006388933966406,52.006388933966406,480.0,285.3792955875397,done,,results/narval_screening_preprocessing_m6/1506925/config136_C6_M6_mouse374_n_pixels200_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
137,6,6,374,200,169,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,1.027284681130835e-06,0.0,0.20020396935546914,0.20020396935546914,28.322134628707406,28.322134628707406,0.1998825797035877,0.1998825797035877,0.20020396935546914,0.0,0.20020396935546914,0.20020396935546914,28.331579454561734,28.331579454561734,28.32213462870741,3.552713678800501e-15,28.322134628707406,28.322134628707406,480.0,286.30163311958313,done,,results/narval_screening_preprocessing_m6/1506925/config137_C6_M6_mouse374_n_pixels200_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
138,6,6,374,200,169,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,1.027284681130835e-06,0.0,0.3546139875879918,0.3492697050364725,37.20235541367019,37.601430205667164,0.3546139875879918,0.34922204476522434,0.3492697050364725,0.0,0.3492697050364725,0.3492697050364725,37.20235541367019,37.60084817447269,37.601430205667164,0.0,37.601430205667164,37.601430205667164,480.0,346.88351249694824,done,,results/narval_screening_preprocessing_m6/1506925/config138_C6_M6_mouse374_n_pixels200_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
139,6,6,374,200,169,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,1.027284681130835e-06,0.0,0.27326146561498477,0.27326146561498477,26.71553122421702,26.71553122421702,0.27265092755127085,0.27265092755127085,0.27326146561498477,0.0,0.27326146561498477,0.27326146561498477,26.736053128937648,26.736053128937648,26.715531224217024,3.552713678800501e-15,26.71553122421702,26.71553122421702,480.0,275.2076349258423,done,,results/narval_screening_preprocessing_m6/1506925/config139_C6_M6_mouse374_n_pixels200_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
140,7,6,387,50,533,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,3.2572441109026475e-07,0.0,0.45733555228247313,0.42945710448879726,16.884422676114507,17.823710912889506,0.45733555228247313,0.428877810098507,0.42945710448879726,0.0,0.42945710448879726,0.42945710448879726,16.884422676114507,17.838313750009373,17.823710912889506,0.0,17.823710912889506,17.823710912889506,480.0,4015.668089866638,done,,results/narval_screening_preprocessing_m6/1506925/config140_C7_M6_mouse387_n_pixels50_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
141,7,6,387,50,533,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,3.2572441109026475e-07,0.0,0.4550138273082551,-35.09764997707117,10.145684829685683,713.6827140413426,0.4550138273082551,0.4512015348892866,-35.09764997707117,0.0,-35.09764997707117,-35.09764997707117,10.145684829685683,10.193899927048463,713.6827140413426,0.0,713.6827140413426,713.6827140413426,480.0,2093.7721543312073,done,,results/narval_screening_preprocessing_m6/1506925/config141_C7_M6_mouse387_n_pixels50_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
142,7,6,387,50,533,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,6.514488221805295e-07,0.0,0.5715799242785649,0.5715799242785649,10.970574199721748,10.970574199721748,0.5706178583753386,0.5706178583753386,0.5715799242785649,0.0,0.5715799242785649,0.5715799242785649,10.991983176472756,10.991983176472756,10.970574199721748,0.0,10.970574199721748,10.970574199721748,480.0,2408.248722076416,done,,results/narval_screening_preprocessing_m6/1506925/config142_C7_M6_mouse387_n_pixels50_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
143,7,6,387,50,533,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,3.2572441109026475e-07,0.0,0.6453598499364138,0.6453598499364138,6.79183382490456,6.79183382490456,0.6441932680889573,0.6441932680889573,0.6453598499364138,0.0,0.6453598499364138,0.6453598499364138,6.812872162367614,6.812872162367614,6.79183382490456,0.0,6.79183382490456,6.79183382490456,480.0,2154.7705607414246,done,,results/narval_screening_preprocessing_m6/1506925/config143_C7_M6_mouse387_n_pixels50_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
144,7,6,387,75,356,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,4.876716604244694e-07,0.0,0.28466806725449245,0.2846675022949081,22.897332358242245,22.897332358242245,0.28466806725449245,0.2843525447217883,0.2846675022949081,0.0,0.2846675022949081,0.2846675022949081,22.90021371322906,22.90478310634017,22.897332358242245,0.0,22.897332358242245,22.897332358242245,480.0,967.1330342292786,done,,results/narval_screening_preprocessing_m6/1506925/config144_C7_M6_mouse387_n_pixels75_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
145,7,6,387,75,356,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,4.876716604244694e-07,0.0,0.35587398436346784,0.35052245986910346,10.779216146886691,10.863526858810596,0.35587398436346784,0.3497476941255676,0.35052245986910346,0.0,0.35052245986910346,0.35052245986910346,10.779216146886691,10.87490075589592,10.863526858810596,0.0,10.863526858810596,10.863526858810596,480.0,972.9794764518738,done,,results/narval_screening_preprocessing_m6/1506925/config145_C7_M6_mouse387_n_pixels75_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
146,7,6,387,75,356,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,4.876716604244694e-07,0.0,0.4404794681166112,0.43933278119563623,15.371216149482589,15.371801624614543,0.4404794681166112,0.4404794681166112,0.4393327811956363,5.551115123125783e-17,0.43933278119563623,0.43933278119563623,15.371216149482589,15.371216149482589,15.371801624614543,0.0,15.371801624614543,15.371801624614543,480.0,994.3066041469574,done,,results/narval_screening_preprocessing_m6/1506925/config146_C7_M6_mouse387_n_pixels75_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
147,7,6,387,75,356,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,9.753433208489388e-07,0.0,0.5107550562457366,0.5047866845810551,8.885405546222897,8.988031723953236,0.5107550562457366,0.5040515778463915,0.5047866845810551,0.0,0.5047866845810551,0.5047866845810551,8.885405546222897,9.002338574299024,8.988031723953236,0.0,8.988031723953236,8.988031723953236,480.0,964.3762381076813,done,,results/narval_screening_preprocessing_m6/1506925/config147_C7_M6_mouse387_n_pixels75_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
148,7,6,387,100,267,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,6.502288805659592e-07,0.0,0.25321786530787616,0.25321786530787616,26.185937731755722,26.185937731755722,0.2526185436023284,0.2526185436023284,0.25321786530787616,0.0,0.25321786530787616,0.25321786530787616,26.205836089118982,26.205836089118982,26.185937731755722,0.0,26.185937731755722,26.185937731755722,480.0,597.6232604980469,done,,results/narval_screening_preprocessing_m6/1506925/config148_C7_M6_mouse387_n_pixels100_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
149,7,6,387,100,267,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,6.502288805659592e-07,0.0,0.3048813799485932,0.3048813799485932,12.86979721400067,12.86979721400067,0.3046348014342488,0.3046348014342488,0.3048813799485932,0.0,0.3048813799485932,0.3048813799485932,12.872423316800777,12.872423316800777,12.86979721400067,0.0,12.86979721400067,12.86979721400067,480.0,611.0640466213226,done,,results/narval_screening_preprocessing_m6/1506925/config149_C7_M6_mouse387_n_pixels100_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
150,7,6,387,100,267,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,1.3004577611319185e-06,0.0,0.38963232689479455,0.38963232689479455,16.885974494942328,16.900345032907744,0.3884806021802957,0.3884806021802957,0.38963232689479455,0.0,0.38963232689479455,0.38963232689479455,16.885974494942328,16.932805967655735,16.900345032907744,0.0,16.900345032907744,16.900345032907744,480.0,620.1050133705139,done,,results/narval_screening_preprocessing_m6/1506925/config150_C7_M6_mouse387_n_pixels100_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
151,7,6,387,100,267,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,6.502288805659592e-07,0.0,0.42345629432439535,0.42345629432439535,11.221875340651152,11.221875340651152,0.42256991083329365,0.42256991083329365,0.42345629432439535,0.0,0.42345629432439535,0.42345629432439535,11.237773736307595,11.237773736307595,11.221875340651152,0.0,11.221875340651152,11.221875340651152,480.0,609.3317708969116,done,,results/narval_screening_preprocessing_m6/1506925/config151_C7_M6_mouse387_n_pixels100_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
152,7,6,387,150,180,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,9.645061728395062e-07,0.0,0.02603048788008122,-0.027689071614149352,33.68384462665609,35.38626603162672,0.02603048788008122,-0.02989241861220493,-0.027689071614149352,0.0,-0.027689071614149352,-0.027689071614149352,33.68384462665609,35.46279684419108,35.38626603162672,0.0,35.38626603162672,35.38626603162672,480.0,317.307612657547,done,,results/narval_screening_preprocessing_m6/1506925/config152_C7_M6_mouse387_n_pixels150_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
153,7,6,387,150,180,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,9.645061728395062e-07,0.0,0.22161470276055018,0.2189907391745214,13.795430462776276,13.86551188888136,0.22161470276055018,0.21854712989410296,0.2189907391745214,0.0,0.2189907391745214,0.2189907391745214,13.795430462776276,13.87226288192526,13.865511888881361,1.7763568394002505e-15,13.86551188888136,13.86551188888136,480.0,399.62561106681824,done,,results/narval_screening_preprocessing_m6/1506925/config153_C7_M6_mouse387_n_pixels150_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
154,7,6,387,150,180,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,9.645061728395062e-07,0.0,0.22640394788585327,0.2162914707438185,20.96888084791816,21.251280447164277,0.22640394788585327,0.21270987975978195,0.21629147074381852,2.7755575615628914e-17,0.2162914707438185,0.2162914707438185,20.96888084791816,21.35044418040889,21.251280447164277,0.0,21.251280447164277,21.251280447164277,480.0,324.50277829170227,done,,results/narval_screening_preprocessing_m6/1506925/config154_C7_M6_mouse387_n_pixels150_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
155,7,6,387,150,180,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,1.9290123456790124e-06,0.0,0.30217841926781297,0.30217841926781297,13.56420448175191,13.56420448175191,0.30142254993562145,0.30142254993562145,0.30217841926781297,0.0,0.30217841926781297,0.30217841926781297,13.577834128224367,13.577834128224367,13.56420448175191,0.0,13.56420448175191,13.56420448175191,480.0,337.2132189273834,done,,results/narval_screening_preprocessing_m6/1506925/config155_C7_M6_mouse387_n_pixels150_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
156,7,6,387,200,135,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,2.57201646090535e-06,0.0,0.09515145054395868,0.09515145054395868,38.51333686590987,38.51333686590987,0.09435852287444135,0.09435852287444135,0.09515145054395868,0.0,0.09515145054395868,0.09515145054395868,38.547434985829184,38.547434985829184,38.51333686590987,0.0,38.51333686590987,38.51333686590987,480.0,227.82550358772278,done,,results/narval_screening_preprocessing_m6/1506925/config156_C7_M6_mouse387_n_pixels200_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
157,7,6,387,200,135,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,1.286008230452675e-06,0.0,0.18586185864461968,0.18586185864461968,19.27820608860141,19.27820608860141,0.1856493260969142,0.1856493260969142,0.18586185864461968,0.0,0.18586185864461968,0.18586185864461968,19.28270099222235,19.28270099222235,19.27820608860141,0.0,19.27820608860141,19.27820608860141,480.0,231.5185945034027,done,,results/narval_screening_preprocessing_m6/1506925/config157_C7_M6_mouse387_n_pixels200_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
158,7,6,387,200,135,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,5.1440329218107e-06,0.0,0.12241875071419761,0.11982998688819702,31.968745055478774,32.07018792175802,0.12241875071419761,0.11830584090625129,0.11982998688819702,0.0,0.11982998688819702,0.11982998688819702,31.968745055478774,32.12641906442868,32.07018792175802,0.0,32.07018792175802,32.07018792175802,480.0,354.79783964157104,done,,results/narval_screening_preprocessing_m6/1506925/config158_C7_M6_mouse387_n_pixels200_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
159,7,6,387,200,135,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,1.286008230452675e-06,0.0,0.25908976540716766,0.25908976540716766,19.002049512217805,19.002049512217805,0.25889640133182257,0.25889640133182257,0.25908976540716766,0.0,0.25908976540716766,0.25908976540716766,19.005624977947758,19.005624977947758,19.002049512217805,0.0,19.002049512217805,19.002049512217805,480.0,226.20291686058044,done,,results/narval_screening_preprocessing_m6/1506925/config159_C7_M6_mouse387_n_pixels200_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
160,7,6,396,50,705,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,2.462568951930654e-07,0.0,0.5967903561539701,0.5967903561539701,9.393176321482988,9.393176321482988,0.5962771737457478,0.5962771737457478,0.5967903561539701,0.0,0.5967903561539701,0.5967903561539701,9.40493735630056,9.40493735630056,9.393176321482988,0.0,9.393176321482988,9.393176321482988,480.0,6154.216422557831,done,,results/narval_screening_preprocessing_m6/1506925/config160_C7_M6_mouse396_n_pixels50_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
161,7,6,396,50,705,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,2.462568951930654e-07,0.0,0.5469759230560212,0.5469759230560212,3.5869922064139796,3.5869922064139796,0.5463363425280197,0.5463363425280197,0.5469759230560212,0.0,0.5469759230560212,0.5469759230560212,3.591486917355235,3.591486917355235,3.58699220641398,4.440892098500626e-16,3.5869922064139796,3.5869922064139796,480.0,5820.892383337021,done,,results/narval_screening_preprocessing_m6/1506925/config161_C7_M6_mouse396_n_pixels50_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
162,7,6,396,50,705,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,2.462568951930654e-07,0.0,0.7118686375066852,0.7118686375066852,7.271016514022429,7.271016514022429,0.710939307782275,0.710939307782275,0.7118686375066852,0.0,0.7118686375066852,0.7118686375066852,7.293144984359868,7.293144984359868,7.271016514022429,0.0,7.271016514022429,7.271016514022429,480.0,5511.719445228577,done,,results/narval_screening_preprocessing_m6/1506925/config162_C7_M6_mouse396_n_pixels50_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
163,7,6,396,50,705,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,2.462568951930654e-07,0.0,0.7048362875115166,0.7048362875115166,3.608729878724769,3.608729878724769,0.7041541112890527,0.7033130427212528,0.7048362875115166,0.0,0.7048362875115166,0.7048362875115166,3.622189420196037,3.62570259446778,3.608729878724769,0.0,3.608729878724769,3.608729878724769,480.0,5550.583843946457,done,,results/narval_screening_preprocessing_m6/1506925/config163_C7_M6_mouse396_n_pixels50_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
164,7,6,396,75,471,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,3.686010851615947e-07,0.0,0.4865446638705009,0.4865446638705009,12.520626365552229,12.520626365552229,0.48599376637958147,0.48599376637958147,0.48654466387050094,5.551115123125783e-17,0.4865446638705009,0.4865446638705009,12.53309450928319,12.53309450928319,12.520626365552229,0.0,12.520626365552229,12.520626365552229,480.0,1688.953043460846,done,,results/narval_screening_preprocessing_m6/1506925/config164_C7_M6_mouse396_n_pixels75_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
165,7,6,396,75,471,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,3.686010851615947e-07,0.0,0.4093834591318305,0.4093834591318305,4.624978140685382,4.624978140685382,0.4087923374801471,0.4087923374801471,0.4093834591318305,0.0,0.4093834591318305,0.4093834591318305,4.629167576850906,4.629167576850906,4.624978140685382,0.0,4.624978140685382,4.624978140685382,480.0,1710.7521317005157,done,,results/narval_screening_preprocessing_m6/1506925/config165_C7_M6_mouse396_n_pixels75_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
